SecuCode,TradingDay,PrevClosePrice,OpenPrice,HighPrice,LowPrice,ClosePrice,TurnoverVolume,TurnoverValue,SecuMarket,SecuCategory,ListedDate,TradeState,SpecialTradeType,Split,Dividend,ActualPlaRatio,PlaPrice,BaseShares,ActualPlaVol,TotalShares,TotalFloatShares,SecuName,ChiName
002282.SZE,20201209,10.73,10.73,10.75,10.45,10.45,1114900,11758267.0,SZE,A,20090821,trade,0,1.0,0.0,0.0,0.0,0,0,490825151,312401789,博深股份,博深股份有限公司
002283.SZE,20201209,6.66,6.63,6.67,5.99,5.99,56075782,349614047.4,SZE,A,20090821,trade,0,1.0,0.0,0.0,0.0,0,0,1133069678,990963326,天润工业,天润工业技术股份有限公司
002284.SZE,20201209,5.98,6.02,6.09,5.86,5.86,12729600,75846183.0,SZE,A,20090828,trade,0,1.0,0.0,0.0,0.0,0,0,737622058,686037700,亚太股份,浙江亚太机电股份有限公司
002285.SZE,20201209,5.21,5.23,5.35,5.15,5.19,19569775,102420431.9,SZE,A,20090828,trade,0,1.0,0.0,0.0,0.0,0,0,2033579072,2014352013,世联行,深圳世联行集团股份有限公司
002286.SZE,20201209,11.02,10.9,11.15,10.42,10.51,22536436,241754100.5,SZE,A,20090828,trade,0,1.0,0.0,0.0,0.0,0,0,369256000,369252663,保龄宝,保龄宝生物股份有限公司
002287.SZE,20201209,27.39,27.26,27.26,26.39,26.42,4027237,107561580.3,SZE,A,20090828,trade,0,1.0,0.0,0.0,0.0,0,0,530205912,527919510,奇正藏药,西藏奇正藏药股份有限公司
002288.SZE,20201209,7.63,7.31,7.54,7.16,7.17,41172389,300988712.0,SZE,A,20090903,trade,0,1.0,0.0,0.0,0.0,0,0,931643744,800343557,超华科技,广东超华科技股份有限公司
002289.SZE,20201209,9.4,9.4,9.4,9.15,9.2,676250,6267494.6,SZE,A,20090903,trade,2,1.0,0.0,0.0,0.0,0,0,280253733,259104629,ST宇顺,深圳市宇顺电子股份有限公司
002290.SZE,20201209,6.21,6.2,6.27,6.07,6.09,1490900,9186486.0,SZE,A,20090903,trade,2,1.0,0.0,0.0,0.0,0,0,242712330,216474046,ST禾盛,苏州禾盛新型材料股份有限公司
002291.SZE,20201209,18.33,18.23,18.45,17.74,17.78,7994027,144223341.7,SZE,A,20090903,trade,0,1.0,0.0,0.0,0.0,0,0,738487091,536003160,星期六,星期六股份有限公司
002292.SZE,20201209,7.88,7.89,7.98,7.68,7.69,21557933,168340638.3,SZE,A,20090910,trade,0,1.0,0.0,0.0,0.0,0,0,1357159525,814137824,奥飞娱乐,奥飞娱乐股份有限公司
002293.SZE,20201209,12.48,12.48,12.58,12.33,12.39,2411490,30061408.9,SZE,A,20090910,trade,0,1.0,0.0,0.0,0.0,0,0,828127881,778475928,罗莱生活,罗莱生活科技股份有限公司
002294.SZE,20201209,27.7,27.71,27.88,27.1,27.1,3749398,102946253.7,SZE,A,20090910,trade,0,1.0,0.0,0.0,0.0,0,0,1046016000,1045864000,信立泰,深圳信立泰药业股份有限公司
002295.SZE,20201209,7.4,7.44,7.46,7.16,7.16,2894000,21094646.0,SZE,A,20090929,trade,0,1.0,0.0,0.0,0.0,0,0,250616000,250168000,精艺股份,广东精艺金属股份有限公司
002296.SZE,20201209,7.6,7.6,7.65,7.44,7.45,4274600,32218230.0,SZE,A,20090929,trade,0,1.0,0.0,0.0,0.0,0,0,389656420,333029161,辉煌科技,河南辉煌科技股份有限公司
002297.SZE,20201209,7.84,7.79,8.04,7.78,7.84,18973420,150679341.0,SZE,A,20090929,trade,0,1.0,0.0,0.0,0.0,0,0,471315045,470207733,博云新材,湖南博云新材料股份有限公司
002298.SZE,20201209,9.83,9.85,9.94,9.75,9.75,5876844,57785059.0,SZE,A,20090929,trade,0,1.0,0.0,0.0,0.0,0,0,691505915,549717168,中电兴发,安徽中电兴发与鑫龙科技股份有限公司
002299.SZE,20201209,28.45,28.16,28.92,27.98,28.17,16796878,479024361.1,SZE,A,20091021,trade,0,1.0,0.0,0.0,0.0,0,0,1244125231,1107737032,圣农发展,福建圣农发展股份有限公司
002300.SZE,20201209,6.17,6.18,6.2,6.06,6.06,4506318,27506550.1,SZE,A,20091021,trade,0,1.0,0.0,0.0,0.0,0,0,656667000,656616553,太阳电缆,福建南平太阳电缆股份有限公司
002301.SZE,20201209,14.41,14.51,14.55,14.16,14.17,3535749,50638524.8,SZE,A,20091021,trade,0,1.0,0.0,0.0,0.0,0,0,734020099,732735712,齐心集团,深圳齐心集团股份有限公司
002302.SZE,20201209,9.25,9.25,9.27,9.11,9.12,5999680,55030221.4,SZE,A,20091103,trade,0,1.0,0.0,0.0,0.0,0,0,1262354304,1239058850,西部建设,中建西部建设股份有限公司
002303.SZE,20201209,4.54,4.55,4.56,4.48,4.49,10517400,47498136.0,SZE,A,20091103,trade,0,1.0,0.0,0.0,0.0,0,0,1531323685,919908898,美盈森,美盈森集团股份有限公司
002304.SZE,20201209,197.19,197.21,199.38,194.0,195.33,7933652,1556749887.4,SZE,A,20091106,trade,0,1.0,0.0,0.0,0.0,0,0,1506988000,1247518277,洋河股份,江苏洋河酒厂股份有限公司
002305.SZE,20201209,2.16,2.16,2.21,2.15,2.17,14580791,31767886.6,SZE,A,20091106,trade,0,1.0,0.0,0.0,0.0,0,0,1734215770,1732759738,南国置业,南国置业股份有限公司
002306.SZE,20201209,2.94,2.93,3.03,2.91,3.0,3571723,10701752.0,SZE,A,20091111,trade,2,1.0,0.0,0.0,0.0,0,0,840000000,793048462,ST云网,中科云网科技集团股份有限公司
002307.SZE,20201209,5.29,5.32,5.32,5.14,5.15,6850443,35747578.2,SZE,A,20091111,trade,0,1.0,0.0,0.0,0.0,0,0,1054658053,891706608,北新路桥,新疆北新路桥集团股份有限公司
002308.SZE,20201209,5.83,5.81,5.83,5.66,5.66,5229581,30058440.4,SZE,A,20091127,trade,0,1.0,0.0,0.0,0.0,0,0,906214651,906051547,威创股份,威创集团股份有限公司
002309.SZE,20201209,5.35,5.34,5.36,5.25,5.25,3644600,19353920.0,SZE,A,20091127,trade,0,1.0,0.0,0.0,0.0,0,0,871787068,698276564,中利集团,江苏中利集团股份有限公司
002310.SZE,20201209,4.79,4.79,5.08,4.78,4.96,56724591,280976340.0,SZE,A,20091127,trade,0,1.0,0.0,0.0,0.0,0,0,2685462004,2561363427,东方园林,北京东方园林环境股份有限公司
002311.SZE,20201209,61.0,60.88,61.28,59.77,59.8,7816268,472068341.2,SZE,A,20091127,trade,0,1.0,0.0,0.0,0.0,0,0,1634192542,1619219315,海大集团,广东海大集团股份有限公司
002312.SZE,20201209,5.89,5.9,6.05,5.86,6.02,20088419,120062565.7,SZE,A,20091203,trade,0,1.0,0.0,0.0,0.0,0,0,1378091733,1324316861,三泰控股,成都三泰控股集团股份有限公司
002313.SZE,20201209,14.07,14.14,14.14,13.76,13.77,1201700,16742963.0,SZE,A,20091203,trade,0,1.0,0.0,0.0,0.0,0,0,374400000,311457524,日海智能,日海智能科技股份有限公司
002314.SZE,20201209,3.35,3.35,3.37,3.22,3.23,11298654,36996443.5,SZE,A,20091203,trade,0,1.0,0.0,0.0,0.0,0,0,2707782513,1137483041,南山控股,深圳市新南山控股(集团)股份有限公司
002315.SZE,20201209,18.15,18.12,18.17,17.6,17.62,3393625,60475477.2,SZE,A,20091209,trade,0,1.0,0.0,0.0,0.0,0,0,305500000,166087267,焦点科技,焦点科技股份有限公司
002316.SZE,20201209,4.75,4.81,4.81,4.61,4.62,3981130,18588968.6,SZE,A,20091209,trade,0,1.0,0.0,0.0,0.0,0,0,393120000,293413643,亚联发展,深圳亚联发展科技股份有限公司
002317.SZE,20201209,12.81,12.96,13.37,12.79,13.11,17786293,233180417.7,SZE,A,20091211,trade,0,1.0,0.0,0.0,0.0,0,0,814461076,712995405,众生药业,广东众生药业股份有限公司
002318.SZE,20201209,10.2,10.19,10.32,9.93,9.95,14821729,149871390.9,SZE,A,20091211,trade,0,1.0,0.0,0.0,0.0,0,0,930808737,907295207,久立特材,浙江久立特材科技股份有限公司
002319.SZE,20201209,6.93,6.93,7.05,6.86,7.03,1279981,8884867.9,SZE,A,20091211,trade,2,1.0,0.0,0.0,0.0,0,0,200000000,200000000,*ST乐通,珠海市乐通化工股份有限公司
002320.SZE,20201209,9.68,9.63,9.63,9.46,9.48,4694837,44812973.5,SZE,A,20091216,trade,0,1.0,0.0,0.0,0.0,0,0,1485955458,1485955458,海峡股份,海南海峡航运股份有限公司
002321.SZE,20201209,4.45,4.14,4.48,4.14,4.23,77362755,330696714.5,SZE,A,20091216,trade,0,1.0,0.0,0.0,0.0,0,0,534291100,531046195,华英农业,河南华英农业发展股份有限公司
002322.SZE,20201209,12.72,12.72,12.75,12.12,12.16,3997119,49525019.8,SZE,A,20091218,trade,0,1.0,0.0,0.0,0.0,0,0,396662205,343697395,理工环科,宁波理工环境能源科技股份有限公司
002323.SZE,20201209,3.35,3.38,3.39,3.3,3.34,1223400,4089966.0,SZE,A,20091218,trade,2,1.0,0.0,0.0,0.0,0,0,745729656,317618625,*ST雅博,山东雅博科技股份有限公司
002324.SZE,20201209,15.5,15.4,15.5,15.17,15.18,6495460,99285487.4,SZE,A,20091218,trade,0,1.0,0.0,0.0,0.0,0,0,845051931,491137276,普利特,上海普利特复合材料股份有限公司
002325.SZE,20201209,3.01,3.01,3.02,2.9,2.9,10708295,31655308.6,SZE,A,20091222,trade,0,1.0,0.0,0.0,0.0,0,0,1249905781,943782717,洪涛股份,深圳洪涛集团股份有限公司
002326.SZE,20201209,9.63,9.55,9.68,9.42,9.5,16469596,156986967.0,SZE,A,20091222,trade,0,1.0,0.0,0.0,0.0,0,0,876566295,670081098,永太科技,浙江永太科技股份有限公司
002327.SZE,20201209,8.04,8.04,8.04,7.8,7.8,5082199,40094946.2,SZE,A,20091230,trade,0,1.0,0.0,0.0,0.0,0,0,852580730,510061188,富安娜,深圳市富安娜家居用品股份有限公司
002328.SZE,20201209,5.69,5.6,5.65,5.4,5.4,17757131,97693448.5,SZE,A,20091230,trade,0,1.0,0.0,0.0,0.0,0,0,761770000,550371642,新朋股份,上海新朋实业股份有限公司
002329.SZE,20201209,4.82,4.8,4.85,4.65,4.67,8836603,41807979.5,SZE,A,20100106,trade,0,1.0,0.0,0.0,0.0,0,0,837640035,528125328,皇氏集团,皇氏集团股份有限公司
002330.SZE,20201209,7.22,7.26,7.3,7.09,7.1,4163200,29908358.0,SZE,A,20100106,trade,0,1.0,0.0,0.0,0.0,0,0,502000000,501868900,得利斯,山东得利斯食品股份有限公司
002331.SZE,20201209,11.87,11.87,12.07,11.66,11.95,6578006,78029224.8,SZE,A,20100106,trade,0,1.0,0.0,0.0,0.0,0,0,412072469,383026261,皖通科技,安徽皖通科技股份有限公司
002332.SZE,20201209,14.39,14.39,14.51,14.08,14.11,9646219,137602722.9,SZE,A,20100112,trade,0,1.0,0.0,0.0,0.0,0,0,989204866,905193291,仙琚制药,浙江仙琚制药股份有限公司
002333.SZE,20201209,5.4,5.4,5.41,5.33,5.34,1500300,8047834.0,SZE,A,20100112,trade,2,1.0,0.0,0.0,0.0,0,0,502603600,484969720,ST罗普,苏州罗普斯金铝业股份有限公司
002334.SZE,20201209,5.58,5.57,5.59,5.38,5.38,10274601,56242600.2,SZE,A,20100113,trade,0,1.0,0.0,0.0,0.0,0,0,753465210,632923739,英威腾,深圳市英威腾电气股份有限公司
002335.SZE,20201209,23.45,23.39,23.65,22.83,22.89,6110090,142121979.3,SZE,A,20100113,trade,0,1.0,0.0,0.0,0.0,0,0,461567391,394965318,科华恒盛,科华恒盛股份有限公司
002336.SZE,20201209,3.96,3.96,3.96,3.8,3.83,2188401,8468830.5,SZE,A,20100113,trade,2,1.0,0.0,0.0,0.0,0,0,440000000,373175000,ST人乐,人人乐连锁商业集团股份有限公司
002337.SZE,20201209,3.43,3.43,3.44,3.33,3.34,4761600,16100541.0,SZE,A,20100115,trade,0,1.0,0.0,0.0,0.0,0,0,588615750,587730751,赛象科技,天津赛象科技股份有限公司
002338.SZE,20201209,21.2,21.18,21.25,20.41,20.43,2303900,47927489.0,SZE,A,20100115,trade,0,1.0,0.0,0.0,0.0,0,0,240000000,239994000,奥普光电,长春奥普光电技术股份有限公司
002339.SZE,20201209,6.78,6.78,6.81,6.55,6.56,3764950,25043064.7,SZE,A,20100122,trade,0,1.0,0.0,0.0,0.0,0,0,511804800,481494255,积成电子,积成电子股份有限公司
002340.SZE,20201209,5.24,5.32,5.45,5.23,5.23,256281723,1369297462.0,SZE,A,20100122,trade,0,1.0,0.0,0.0,0.0,0,0,4783522257,4761739656,格林美,格林美股份有限公司
002341.SZE,20201209,4.13,4.14,4.16,4.03,4.03,10797600,44016785.0,SZE,A,20100122,trade,0,1.0,0.0,0.0,0.0,0,0,1152214592,934125067,新纶科技,深圳市新纶科技股份有限公司
002342.SZE,20201209,3.91,3.8,3.99,3.75,3.88,83874121,324794154.2,SZE,A,20100126,trade,0,1.0,0.0,0.0,0.0,0,0,960000000,868787500,巨力索具,巨力索具股份有限公司
002343.SZE,20201209,7.16,7.16,7.18,6.93,6.93,4965523,34877676.8,SZE,A,20100126,trade,0,1.0,0.0,0.0,0.0,0,0,474949686,471379864,慈文传媒,慈文传媒股份有限公司
002344.SZE,20201209,4.16,4.16,4.17,4.06,4.06,5681100,23323148.0,SZE,A,20100126,trade,0,1.0,0.0,0.0,0.0,0,0,1282745046,1273619860,海宁皮城,海宁中国皮革城股份有限公司
002345.SZE,20201209,4.82,4.8,4.81,4.65,4.69,11613986,54617389.8,SZE,A,20100128,trade,0,1.0,0.0,0.0,0.0,0,0,905412707,884729365,潮宏基,广东潮宏基实业股份有限公司
002346.SZE,20201209,10.89,11.0,11.48,10.7,10.75,2768058,30610351.5,SZE,A,20100128,trade,0,1.0,0.0,0.0,0.0,0,0,441575416,394632807,柘中股份,上海柘中集团股份有限公司
002347.SZE,20201209,4.52,4.52,4.53,4.37,4.37,8515854,37843258.1,SZE,A,20100128,trade,0,1.0,0.0,0.0,0.0,0,0,447019662,316774985,泰尔股份,泰尔重工股份有限公司
002348.SZE,20201209,3.26,3.2,3.37,3.17,3.28,58920800,192323745.7,SZE,A,20100203,trade,0,1.0,0.0,0.0,0.0,0,0,947200000,844330839,高乐股份,广东高乐股份有限公司
002349.SZE,20201209,4.95,4.95,4.99,4.82,4.84,4523448,22149793.8,SZE,A,20100203,trade,0,1.0,0.0,0.0,0.0,0,0,835724374,823412832,精华制药,精华制药集团股份有限公司
002350.SZE,20201209,6.11,5.62,5.89,5.62,5.7,24265729,139034019.4,SZE,A,20100203,trade,0,1.0,0.0,0.0,0.0,0,0,542369011,537211584,北京科锐,北京科锐配电自动化股份有限公司
002351.SZE,20201209,16.24,16.33,16.99,16.32,16.58,29218251,488646551.6,SZE,A,20100205,trade,0,1.0,0.0,0.0,0.0,0,0,889107000,456916313,漫步者,深圳市漫步者科技股份有限公司
002352.SZE,20201209,80.21,80.23,81.0,77.36,77.85,21518094,1688124418.4,SZE,A,20100205,trade,0,1.0,0.0,0.0,0.0,0,0,4556440455,4490313073,顺丰控股,顺丰控股股份有限公司
002353.SZE,20201209,36.94,36.94,37.1,35.4,35.4,13539483,487365278.7,SZE,A,20100205,trade,0,1.0,0.0,0.0,0.0,0,0,957853992,603065123,杰瑞股份,烟台杰瑞石油服务集团股份有限公司
002354.SZE,20201209,2.99,2.84,2.84,2.84,2.84,2523000,7165320.0,SZE,A,20100209,trade,2,1.0,0.0,0.0,0.0,0,0,1663013961,1493315853,*ST天娱,大连天神娱乐股份有限公司
002355.SZE,20201209,6.69,6.7,6.7,6.02,6.02,37944926,232137251.1,SZE,A,20100209,trade,0,1.0,0.0,0.0,0.0,0,0,620570400,570438967,兴民智通,兴民智通(集团)股份有限公司
002356.SZE,20201209,1.2,1.2,1.26,1.19,1.26,4462253,5564533.8,SZE,A,20100209,trade,2,1.0,0.0,0.0,0.0,0,0,527806548,526500693,*ST赫美,深圳赫美集团股份有限公司
002357.SZE,20201209,6.12,6.12,6.14,5.93,5.95,3472600,20880143.0,SZE,A,20100210,trade,0,1.0,0.0,0.0,0.0,0,0,313489036,313466536,富临运业,四川富临运业集团股份有限公司
002358.SZE,20201209,5.32,5.23,5.3,5.17,5.17,15994311,83502666.0,SZE,A,20100210,trade,0,1.0,0.0,0.0,0.0,0,0,929756977,910425280,森源电气,河南森源电气股份有限公司
002360.SZE,20201209,7.24,7.24,7.35,7.13,7.16,9051962,65378177.4,SZE,A,20100303,trade,0,1.0,0.0,0.0,0.0,0,0,391512600,298471792,同德化工,山西同德化工股份有限公司
002361.SZE,20201209,4.7,4.78,5.17,4.78,5.17,23542915,120537376.5,SZE,A,20100303,trade,0,1.0,0.0,0.0,0.0,0,0,837574116,627374399,神剑股份,安徽神剑新材料股份有限公司
002362.SZE,20201209,26.06,26.19,26.36,24.96,25.0,5121302,130788153.0,SZE,A,20100303,trade,0,1.0,0.0,0.0,0.0,0,0,216989292,178853476,汉王科技,汉王科技股份有限公司
002363.SZE,20201209,6.77,6.75,6.77,6.48,6.48,9518370,62983051.2,SZE,A,20100305,trade,0,1.0,0.0,0.0,0.0,0,0,416100301,415758242,隆基机械,山东隆基机械股份有限公司
002364.SZE,20201209,9.91,9.89,9.95,9.7,9.75,3787874,37123777.4,SZE,A,20100305,trade,0,1.0,0.0,0.0,0.0,0,0,563564960,523914362,中恒电气,杭州中恒电气股份有限公司
002365.SZE,20201209,10.64,10.64,10.7,10.3,10.4,2595050,27290628.5,SZE,A,20100305,trade,0,1.0,0.0,0.0,0.0,0,0,294682500,243207409,永安药业,潜江永安药业股份有限公司
002366.SZE,20201209,4.29,4.28,4.3,4.24,4.3,11765881,50184479.5,SZE,A,20100312,trade,0,1.0,0.0,0.0,0.0,0,0,867057350,603151231,台海核电,台海玛努尔核电设备股份有限公司
002367.SZE,20201209,10.26,10.26,10.34,9.96,9.99,10372366,104569352.2,SZE,A,20100312,trade,0,1.0,0.0,0.0,0.0,0,0,797652687,524281658,康力电梯,康力电梯股份有限公司
002368.SZE,20201209,28.5,28.51,28.92,28.21,28.32,7071236,201626981.3,SZE,A,20100312,trade,0,1.0,0.0,0.0,0.0,0,0,579640428,570419010,太极股份,太极计算机股份有限公司
002369.SZE,20201209,6.09,6.12,6.14,5.91,5.91,11820375,70705530.1,SZE,A,20100316,trade,0,1.0,0.0,0.0,0.0,0,0,576769204,575792973,卓翼科技,深圳市卓翼科技股份有限公司
002370.SZE,20201209,4.57,4.53,4.57,4.51,4.51,3967083,17965684.4,SZE,A,20100316,trade,0,1.0,0.0,0.0,0.0,0,0,536544918,463250104,亚太药业,浙江亚太药业股份有限公司
002371.SZE,20201209,172.8,173.56,173.78,168.0,168.3,5535731,944214832.4,SZE,A,20100316,trade,0,1.0,0.0,0.0,0.0,0,0,496292479,459180078,北方华创,北方华创科技集团股份有限公司
002372.SZE,20201209,18.99,19.29,19.3,18.4,18.42,8199305,153202594.2,SZE,A,20100318,trade,0,1.0,0.0,0.0,0.0,0,0,1573112988,1421087020,伟星新材,浙江伟星新型建材股份有限公司
002373.SZE,20201209,20.32,20.35,20.39,19.8,19.83,11791404,236664768.5,SZE,A,20100318,trade,0,1.0,0.0,0.0,0.0,0,0,1581183315,1044344850,千方科技,北京千方科技股份有限公司
002374.SZE,20201209,2.55,2.55,2.56,2.5,2.51,6472160,16397273.0,SZE,A,20100318,trade,0,1.0,0.0,0.0,0.0,0,0,1087953783,854797665,丽鹏股份,山东丽鹏股份有限公司
002375.SZE,20201209,8.53,8.5,8.55,8.3,8.3,5918223,49901203.3,SZE,A,20100323,trade,0,1.0,0.0,0.0,0.0,0,0,1339996498,1330991211,亚厦股份,浙江亚厦装饰股份有限公司
002376.SZE,20201209,9.22,9.21,9.23,9.07,9.07,2585900,23673827.0,SZE,A,20100323,trade,0,1.0,0.0,0.0,0.0,0,0,665720181,641071120,新北洋,山东新北洋信息技术股份有限公司
002377.SZE,20201209,4.41,4.42,4.45,4.32,4.32,4867000,21262709.0,SZE,A,20100323,trade,0,1.0,0.0,0.0,0.0,0,0,916325201,915980857,国创高新,湖北国创高新材料股份有限公司
002378.SZE,20201209,5.39,5.41,5.48,5.22,5.24,10866256,58204017.9,SZE,A,20100331,trade,0,1.0,0.0,0.0,0.0,0,0,924167436,915075722,章源钨业,崇义章源钨业股份有限公司
002379.SZE,20201209,3.21,3.18,3.34,3.16,3.19,33472500,108635680.0,SZE,A,20100331,trade,0,1.0,0.0,0.0,0.0,0,0,926400000,926400000,宏创控股,山东宏创铝业控股股份有限公司
002380.SZE,20201209,14.93,14.9,14.94,14.62,14.62,1550432,22883666.1,SZE,A,20100331,trade,0,1.0,0.0,0.0,0.0,0,0,239991649,143353629,科远智慧,南京科远智慧科技集团股份有限公司
002381.SZE,20201209,9.45,9.41,9.51,9.27,9.29,3581711,33669754.1,SZE,A,20100402,trade,0,1.0,0.0,0.0,0.0,0,0,411572264,315221644,双箭股份,浙江双箭橡胶股份有限公司
002382.SZE,20201209,21.94,22.0,22.12,21.3,21.35,29602877,642517881.2,SZE,A,20100402,trade,0,1.0,0.0,0.0,0.0,0,0,964031086,703443054,蓝帆医疗,蓝帆医疗股份有限公司
002383.SZE,20201209,8.16,8.1,8.12,7.96,7.96,4338547,34892831.8,SZE,A,20100402,trade,0,1.0,0.0,0.0,0.0,0,0,744334534,576642720,合众思壮,北京合众思壮科技股份有限公司
002384.SZE,20201209,29.41,29.4,29.96,28.61,28.9,42431674,1238169394.7,SZE,A,20100409,trade,0,1.0,0.0,0.0,0.0,0,0,1709867327,1262860940,东山精密,苏州东山精密制造股份有限公司
002385.SZE,20201209,9.12,9.09,9.39,8.91,9.22,191311656,1752980322.6,SZE,A,20100409,trade,0,1.0,0.0,0.0,0.0,0,0,4195329495,2885033702,大北农,北京大北农科技集团股份有限公司
002386.SZE,20201209,5.86,5.87,5.88,5.66,5.68,11735542,67730380.8,SZE,A,20100409,trade,0,1.0,0.0,0.0,0.0,0,0,780857017,780583873,天原集团,宜宾天原集团股份有限公司
002387.SZE,20201209,13.08,13.09,13.17,12.8,13.0,6375897,82797033.8,SZE,A,20100413,trade,0,1.0,0.0,0.0,0.0,0,0,1367663046,1067812149,维信诺,维信诺科技股份有限公司
002388.SZE,20201209,6.5,6.49,6.55,6.32,6.33,3465000,22167623.0,SZE,A,20100413,trade,0,1.0,0.0,0.0,0.0,0,0,503766600,483305680,新亚制程,深圳市新亚电子制程股份有限公司
002389.SZE,20201209,27.15,27.4,27.68,26.23,26.35,26811928,724501183.2,SZE,A,20100413,trade,0,1.0,0.0,0.0,0.0,0,0,946062685,629573287,航天彩虹,航天彩虹无人机股份有限公司
002390.SZE,20201209,7.01,7.01,7.02,6.85,6.85,5544889,38425307.3,SZE,A,20100416,trade,0,1.0,0.0,0.0,0.0,0,0,1667228611,1558471684,信邦制药,贵州信邦制药股份有限公司
002391.SZE,20201209,7.38,7.39,7.41,7.23,7.26,3427846,25098508.0,SZE,A,20100416,trade,0,1.0,0.0,0.0,0.0,0,0,660316481,457600153,长青股份,江苏长青农化股份有限公司
002392.SZE,20201209,4.97,4.98,4.99,4.81,4.84,16382000,80118085.0,SZE,A,20100423,trade,0,1.0,0.0,0.0,0.0,0,0,1190490839,831788868,北京利尔,北京利尔高温材料股份有限公司
002393.SZE,20201209,24.57,24.58,24.6,24.1,24.15,711600,17344716.0,SZE,A,20100423,trade,0,1.0,0.0,0.0,0.0,0,0,182454992,182454992,力生制药,天津力生制药股份有限公司
002394.SZE,20201209,10.6,10.6,10.6,10.22,10.23,4189000,43480645.6,SZE,A,20100423,trade,0,1.0,0.0,0.0,0.0,0,0,332763600,322717731,联发股份,江苏联发纺织股份有限公司
002395.SZE,20201209,15.29,15.12,15.49,15.03,15.1,767450,11696897.0,SZE,A,20100429,trade,0,1.0,0.0,0.0,0.0,0,0,268209000,268209000,双象股份,无锡双象超纤材料股份有限公司
002396.SZE,20201209,25.68,25.58,25.65,24.8,24.86,14358578,361272981.0,SZE,A,20100623,trade,0,1.0,0.0,0.0,0.0,0,0,583280278,583280278,星网锐捷,福建星网锐捷通讯股份有限公司
002397.SZE,20201209,4.79,4.79,4.79,4.65,4.66,4502161,21291268.3,SZE,A,20100429,trade,0,1.0,0.0,0.0,0.0,0,0,758261443,483089965,梦洁股份,湖南梦洁家纺股份有限公司
002398.SZE,20201209,8.69,8.68,8.77,8.52,8.52,4210004,36187152.5,SZE,A,20100506,trade,0,1.0,0.0,0.0,0.0,0,0,692480426,556405573,垒知集团,垒知控股集团股份有限公司
002399.SZE,20201209,19.15,19.32,19.32,18.52,18.52,5626825,105810697.4,SZE,A,20100506,trade,0,1.0,0.0,0.0,0.0,0,0,1247201704,1247201704,海普瑞,深圳市海普瑞药业集团股份有限公司
002400.SZE,20201209,5.99,6.02,6.02,5.68,5.7,58190106,337450683.7,SZE,A,20100506,trade,0,1.0,0.0,0.0,0.0,0,0,1743337128,1670614579,省广集团,广东省广告集团股份有限公司
002401.SZE,20201209,13.53,13.54,13.57,13.07,13.1,3074834,40805230.0,SZE,A,20100506,trade,0,1.0,0.0,0.0,0.0,0,0,309400100,302167026,中远海科,中远海运科技股份有限公司
002402.SZE,20201209,17.73,17.64,17.78,16.96,16.99,20083775,347437567.5,SZE,A,20100511,trade,0,1.0,0.0,0.0,0.0,0,0,914016928,792937241,和而泰,深圳和而泰智能控制股份有限公司
002403.SZE,20201209,8.2,8.22,8.22,8.06,8.08,1151200,9336848.0,SZE,A,20100511,trade,0,1.0,0.0,0.0,0.0,0,0,350320801,315618676,爱仕达,爱仕达股份有限公司
002404.SZE,20201209,7.56,7.48,7.55,7.28,7.28,13551319,100431933.8,SZE,A,20100511,trade,0,1.0,0.0,0.0,0.0,0,0,577673641,459065751,嘉欣丝绸,浙江嘉欣丝绸股份有限公司
002405.SZE,20201209,16.43,16.4,16.4,15.65,15.73,48907550,786045877.5,SZE,A,20100518,trade,0,1.0,0.0,0.0,0.0,0,0,1961131560,1915901527,四维图新,北京四维图新科技股份有限公司
002406.SZE,20201209,7.04,7.03,7.04,6.78,6.78,9628246,66446484.4,SZE,A,20100518,trade,0,1.0,0.0,0.0,0.0,0,0,620312954,469251857,远东传动,许昌远东传动轴股份有限公司
002407.SZE,20201209,17.26,17.13,17.42,16.28,16.42,70138803,1187259621.1,SZE,A,20100518,trade,0,1.0,0.0,0.0,0.0,0,0,695000481,579039486,多氟多,多氟多化工股份有限公司
002408.SZE,20201209,9.06,9.01,9.07,8.67,8.68,20634418,182205630.6,SZE,A,20100518,trade,0,1.0,0.0,0.0,0.0,0,0,1775209253,1733854392,齐翔腾达,淄博齐翔腾达化工股份有限公司
002409.SZE,20201209,62.88,62.89,63.5,61.4,62.0,6566419,410075368.4,SZE,A,20100525,trade,0,1.0,0.0,0.0,0.0,0,0,462853503,241347334,雅克科技,江苏雅克科技股份有限公司
002410.SZE,20201209,70.77,70.9,71.0,68.22,68.98,8354845,579511218.0,SZE,A,20100525,trade,0,1.0,0.0,0.0,0.0,0,0,1184626188,934360010,广联达,广联达科技股份有限公司
002411.SZE,20201209,6.42,6.42,6.47,6.16,6.17,17634171,110595888.5,SZE,A,20100525,trade,0,1.0,0.0,0.0,0.0,0,0,1532283909,1440488885,延安必康,延安必康制药股份有限公司
002412.SZE,20201209,7.1,7.1,7.25,7.1,7.15,6311202,45382580.4,SZE,A,20100525,trade,0,1.0,0.0,0.0,0.0,0,0,503200000,490577500,汉森制药,湖南汉森制药股份有限公司
002413.SZE,20201209,7.64,7.64,7.75,7.53,7.56,18266093,139622763.1,SZE,A,20100528,trade,0,1.0,0.0,0.0,0.0,0,0,1101849267,1043819730,雷科防务,江苏雷科防务科技股份有限公司
